scenario,tool,ligand,count
DLPFC_down_08,Baseline_1,SEMA4G,1
DLPFC_down_08,Baseline_1,SEMA5A,3
DLPFC_down_08,Baseline_1,SEMA5B,2
DLPFC_down_08,Baseline_1,SEMA6A,2
DLPFC_down_08,Baseline_1,SEMA6B,2
DLPFC_down_08,Baseline_1,SEMA6D,3
DLPFC_down_08,Baseline_1,SEMA7A,3
DLPFC_down_08,Baseline_1,SHMT1,2
DLPFC_down_08,Baseline_1,SHMT2,2
DLPFC_down_08,Baseline_1,SLC10A4,5
DLPFC_down_08,Baseline_1,SLC17A6,18
DLPFC_down_08,Baseline_1,SLC17A7,21
DLPFC_down_08,Baseline_1,SLC17A8,13
DLPFC_down_08,Baseline_1,SLC18A2,1
DLPFC_down_08,Baseline_1,SLC1A1,21
DLPFC_down_08,Baseline_1,SLC1A2,21
DLPFC_down_08,Baseline_1,SLC1A3,21
DLPFC_down_08,Baseline_1,SLC1A6,21
DLPFC_down_08,Baseline_1,SLC1A7,4
DLPFC_down_08,Baseline_1,SLC29A1,3
DLPFC_down_08,Baseline_1,SLC29A2,1
DLPFC_down_08,Baseline_1,SLC29A3,2
DLPFC_down_08,Baseline_1,SLC29A4,3
DLPFC_down_08,Baseline_1,SLC32A1,12
DLPFC_down_08,Baseline_1,SLC6A1,14
DLPFC_down_08,Baseline_1,SLC6A11,11
DLPFC_down_08,Baseline_1,SLC6A12,12
DLPFC_down_08,Baseline_1,SLC6A13,11
DLPFC_down_08,Baseline_1,SLC6A6,11
DLPFC_down_08,Baseline_1,SLC6A8,13
DLPFC_down_08,Baseline_1,SLC6A9,2
DLPFC_down_08,Baseline_1,SLIT1,1
DLPFC_down_08,Baseline_1,SLIT2,2
DLPFC_down_08,Baseline_1,SLITRK1,2
DLPFC_down_08,Baseline_1,SLITRK2,2
DLPFC_down_08,Baseline_1,SLITRK3,1
DLPFC_down_08,Baseline_1,SLITRK4,1
DLPFC_down_08,Baseline_1,SLITRK5,1
DLPFC_down_08,Baseline_1,SLITRK6,1
DLPFC_down_08,Baseline_1,SLURP1,4
DLPFC_down_08,Baseline_1,SPP1,8
DLPFC_down_08,Baseline_1,SRD5A1,1
DLPFC_down_08,Baseline_1,SRD5A3,1
DLPFC_down_08,Baseline_1,SST,3
DLPFC_down_08,Baseline_1,SULT1A1,3
DLPFC_down_08,Baseline_1,TAC1,2
DLPFC_down_08,Baseline_1,TAX1BP3,2
DLPFC_down_08,Baseline_1,TENM1,3
DLPFC_down_08,Baseline_1,TENM2,3
DLPFC_down_08,Baseline_1,TENM3,3
DLPFC_down_08,Baseline_1,TENM4,3
DLPFC_down_08,Baseline_1,TGFA,2
DLPFC_down_08,Baseline_1,TGFB1,3
DLPFC_down_08,Baseline_1,TGFB2,3
DLPFC_down_08,Baseline_1,TGFB3,5
DLPFC_down_08,Baseline_1,TGM2,1
DLPFC_down_08,Baseline_1,THBS1,6
DLPFC_down_08,Baseline_1,THBS2,7
DLPFC_down_08,Baseline_1,THBS3,6
DLPFC_down_08,Baseline_1,THBS4,7
DLPFC_down_08,Baseline_1,THY1,6
DLPFC_down_08,Baseline_1,TNC,5
DLPFC_down_08,Baseline_1,TNFSF10,2
DLPFC_down_08,Baseline_1,TNFSF12,1
DLPFC_down_08,Baseline_1,TNFSF4,1
DLPFC_down_08,Baseline_1,TNN,4
DLPFC_down_08,Baseline_1,TNR,7
DLPFC_down_08,Baseline_1,TNXB,6
DLPFC_down_08,Baseline_1,TPH2,1
DLPFC_down_08,Baseline_1,TUB,1
DLPFC_down_08,Baseline_1,TULP2,1
DLPFC_down_08,Baseline_1,UBASH3B,2
DLPFC_down_08,Baseline_1,UNC5A,1
DLPFC_down_08,Baseline_1,VCAM1,1
DLPFC_down_08,Baseline_1,VEGFA,1
DLPFC_down_08,Baseline_1,VEGFB,1
DLPFC_down_08,Baseline_1,VEGFC,1
DLPFC_down_08,Baseline_1,VIP,3
DLPFC_down_08,Baseline_1,VSIR,1
DLPFC_down_08,Baseline_1,VWF,2
DLPFC_down_08,Baseline_1,WNT10A,2
DLPFC_down_08,Baseline_1,WNT10B,7
DLPFC_down_08,Baseline_1,WNT11,5
DLPFC_down_08,Baseline_1,WNT16,1
DLPFC_down_08,Baseline_1,WNT2,5
DLPFC_down_08,Baseline_1,WNT2B,6
DLPFC_down_08,Baseline_1,WNT3,10
DLPFC_down_08,Baseline_1,WNT3A,3
DLPFC_down_08,Baseline_1,WNT4,8
DLPFC_down_08,Baseline_1,WNT5A,7
DLPFC_down_08,Baseline_1,WNT5B,6
DLPFC_down_08,Baseline_1,WNT6,5
DLPFC_down_08,Baseline_1,WNT7A,8
DLPFC_down_08,Baseline_1,WNT7B,7
DLPFC_down_08,Baseline_1,WNT9A,1
DLPFC_down_08,Baseline_1,WNT9B,1
DLPFC_down_08,Baseline_2,ADCYAP1,1
DLPFC_down_08,Baseline_2,ADIPOQ,1
DLPFC_down_08,Baseline_2,ADM,1
DLPFC_down_08,Baseline_2,ADORA3,1
DLPFC_down_08,Baseline_2,AGRN,1
DLPFC_down_08,Baseline_2,AGT,2
DLPFC_down_08,Baseline_2,ALDH1A1,8
DLPFC_down_08,Baseline_2,ALDH1A2,3
DLPFC_down_08,Baseline_2,ALDH1A3,7
DLPFC_down_08,Baseline_2,ALOX5AP,1
DLPFC_down_08,Baseline_2,AMH,2
DLPFC_down_08,Baseline_2,ANGPT1,1
DLPFC_down_08,Baseline_2,ANGPTL1,2
DLPFC_down_08,Baseline_2,ANGPTL2,3
DLPFC_down_08,Baseline_2,ANGPTL4,9
DLPFC_down_08,Baseline_2,ANXA1,2
DLPFC_down_08,Baseline_2,APOA1,2
DLPFC_down_08,Baseline_2,AREG,2
DLPFC_down_08,Baseline_2,ARTN,1
DLPFC_down_08,Baseline_2,BAG6,1
DLPFC_down_08,Baseline_2,BDNF,2
DLPFC_down_08,Baseline_2,BMP2,4
DLPFC_down_08,Baseline_2,BMP4,3
DLPFC_down_08,Baseline_2,BMP7,6
DLPFC_down_08,Baseline_2,BMP8A,1
DLPFC_down_08,Baseline_2,BMP8B,2
DLPFC_down_08,Baseline_2,BTC,1
DLPFC_down_08,Baseline_2,C1QL1,1
DLPFC_down_08,Baseline_2,C1QL2,1
DLPFC_down_08,Baseline_2,C3,4
DLPFC_down_08,Baseline_2,CADM1,2
DLPFC_down_08,Baseline_2,CADM3,5
DLPFC_down_08,Baseline_2,CCL13,1
DLPFC_down_08,Baseline_2,CCL18,1
DLPFC_down_08,Baseline_2,CCL2,1
DLPFC_down_08,Baseline_2,CCL27,1
DLPFC_down_08,Baseline_2,CCL28,1
DLPFC_down_08,Baseline_2,CCL5,1
DLPFC_down_08,Baseline_2,CD46,1
DLPFC_down_08,Baseline_2,CD55,1
DLPFC_down_08,Baseline_2,CD8A,1
DLPFC_down_08,Baseline_2,CD99,3
DLPFC_down_08,Baseline_2,CDH1,5
DLPFC_down_08,Baseline_2,CDH12,1
DLPFC_down_08,Baseline_2,CDH2,1
DLPFC_down_08,Baseline_2,CDH4,1
DLPFC_down_08,Baseline_2,CEACAM1,1
DLPFC_down_08,Baseline_2,CEACAM5,1
DLPFC_down_08,Baseline_2,CEACAM6,1
DLPFC_down_08,Baseline_2,CHAD,2
DLPFC_down_08,Baseline_2,CLDN11,1
DLPFC_down_08,Baseline_2,CLDN3,1
DLPFC_down_08,Baseline_2,CNTN1,3
DLPFC_down_08,Baseline_2,CNTN2,3
DLPFC_down_08,Baseline_2,COL1A1,13
DLPFC_down_08,Baseline_2,COL1A2,12
DLPFC_down_08,Baseline_2,COL2A1,7
DLPFC_down_08,Baseline_2,COL3A1,1
DLPFC_down_08,Baseline_2,COL4A1,12
DLPFC_down_08,Baseline_2,COL4A2,11
DLPFC_down_08,Baseline_2,COL4A3,2
DLPFC_down_08,Baseline_2,COL4A4,3
DLPFC_down_08,Baseline_2,COL4A5,8
DLPFC_down_08,Baseline_2,COL6A1,13
DLPFC_down_08,Baseline_2,COL6A2,11
DLPFC_down_08,Baseline_2,COL6A3,12
DLPFC_down_08,Baseline_2,COL9A1,1
DLPFC_down_08,Baseline_2,COL9A2,12
DLPFC_down_08,Baseline_2,COL9A3,11
DLPFC_down_08,Baseline_2,COMP,6
DLPFC_down_08,Baseline_2,CORT,3
DLPFC_down_08,Baseline_2,CRH,2
DLPFC_down_08,Baseline_2,CSF1,1
DLPFC_down_08,Baseline_2,CSPG4,1
DLPFC_down_08,Baseline_2,CTF1,1
DLPFC_down_08,Baseline_2,CX3CL1,1
DLPFC_down_08,Baseline_2,CXCL10,1
DLPFC_down_08,Baseline_2,CXCL11,1
DLPFC_down_08,Baseline_2,CXCL12,2
DLPFC_down_08,Baseline_2,CXCL9,1
DLPFC_down_08,Baseline_2,CYP21A2,1
DLPFC_down_08,Baseline_2,DAGLA,1
DLPFC_down_08,Baseline_2,DAGLB,1
DLPFC_down_08,Baseline_2,DBH,1
DLPFC_down_08,Baseline_2,DHCR24,2
DLPFC_down_08,Baseline_2,DHCR7,4
DLPFC_down_08,Baseline_2,DLL1,4
DLPFC_down_08,Baseline_2,DLL3,4
DLPFC_down_08,Baseline_2,DLL4,4
DLPFC_down_08,Baseline_2,EDN1,1
DLPFC_down_08,Baseline_2,EDN3,2
DLPFC_down_08,Baseline_2,EFNA1,7
DLPFC_down_08,Baseline_2,EFNA3,5
DLPFC_down_08,Baseline_2,EFNA4,2
DLPFC_down_08,Baseline_2,EFNA5,7
DLPFC_down_08,Baseline_2,EFNB1,5
DLPFC_down_08,Baseline_2,EFNB2,5
DLPFC_down_08,Baseline_2,EFNB3,6
DLPFC_down_08,Baseline_2,EGF,2
DLPFC_down_08,Baseline_2,ENTPD1,3
DLPFC_down_08,Baseline_2,ESAM,1
DLPFC_down_08,Baseline_2,F11R,3
DLPFC_down_08,Baseline_2,FGF1,4
DLPFC_down_08,Baseline_2,FGF17,4
DLPFC_down_08,Baseline_2,FGF18,1
DLPFC_down_08,Baseline_2,FGF2,3
DLPFC_down_08,Baseline_2,FGF22,1
DLPFC_down_08,Baseline_2,FGF7,2
DLPFC_down_08,Baseline_2,FGF9,4
DLPFC_down_08,Baseline_2,FLRT1,8
DLPFC_down_08,Baseline_2,FLRT2,8
DLPFC_down_08,Baseline_2,FLRT3,8
DLPFC_down_08,Baseline_2,FN1,13
DLPFC_down_08,Baseline_2,FRAS1,1
DLPFC_down_08,Baseline_2,GAD1,14
DLPFC_down_08,Baseline_2,GAD2,14
DLPFC_down_08,Baseline_2,GAL,2
DLPFC_down_08,Baseline_2,GAS6,3
DLPFC_down_08,Baseline_2,GDF10,1
DLPFC_down_08,Baseline_2,GDF11,4
DLPFC_down_08,Baseline_2,GDF15,1
DLPFC_down_08,Baseline_2,GDF5,3
DLPFC_down_08,Baseline_2,GDF6,2
DLPFC_down_08,Baseline_2,GDF7,3
DLPFC_down_08,Baseline_2,GDF9,2
DLPFC_down_08,Baseline_2,GJA1,2
DLPFC_down_08,Baseline_2,GJC1,2
DLPFC_down_08,Baseline_2,GLS,21
DLPFC_down_08,Baseline_2,GLS2,21
DLPFC_down_08,Baseline_2,GRN,1
DLPFC_down_08,Baseline_2,HGF,1
DLPFC_down_08,Baseline_2,HLA-C,1
DLPFC_down_08,Baseline_2,HLA-DMA,1
DLPFC_down_08,Baseline_2,HLA-DMB,1
DLPFC_down_08,Baseline_2,HLA-DOA,1
DLPFC_down_08,Baseline_2,HLA-DPA1,1
DLPFC_down_08,Baseline_2,HLA-DPB1,1
DLPFC_down_08,Baseline_2,HLA-DQA1,1
DLPFC_down_08,Baseline_2,HLA-DQA2,1
DLPFC_down_08,Baseline_2,HLA-DQB1,1
DLPFC_down_08,Baseline_2,HLA-DRA,1
DLPFC_down_08,Baseline_2,HLA-DRB1,1
DLPFC_down_08,Baseline_2,HLA-DRB5,1
DLPFC_down_08,Baseline_2,HLA-E,6
DLPFC_down_08,Baseline_2,HLA-F,1
DLPFC_down_08,Baseline_2,HSD17B1,2
DLPFC_down_08,Baseline_2,HSD17B12,1
DLPFC_down_08,Baseline_2,HSPG2,1
DLPFC_down_08,Baseline_2,ICAM1,1
DLPFC_down_08,Baseline_2,ICAM2,3
DLPFC_down_08,Baseline_2,ICAM5,1
DLPFC_down_08,Baseline_2,IGF1,4
DLPFC_down_08,Baseline_2,IGFBP3,1
DLPFC_down_08,Baseline_2,IL16,1
DLPFC_down_08,Baseline_2,IL1B,1
DLPFC_down_08,Baseline_2,IL34,1
DLPFC_down_08,Baseline_2,INHBA,3
DLPFC_down_08,Baseline_2,INHBB,4
DLPFC_down_08,Baseline_2,INSL5,1
DLPFC_down_08,Baseline_2,ITGAV,4
DLPFC_down_08,Baseline_2,ITGB1,2
DLPFC_down_08,Baseline_2,ITGB5,1
DLPFC_down_08,Baseline_2,JAG1,4
DLPFC_down_08,Baseline_2,JAG2,4
DLPFC_down_08,Baseline_2,JAM2,6
DLPFC_down_08,Baseline_2,JAM3,4
DLPFC_down_08,Baseline_2,KITLG,1
DLPFC_down_08,Baseline_2,KLK5,1
DLPFC_down_08,Baseline_2,KLK6,1
DLPFC_down_08,Baseline_2,KLK7,1
DLPFC_down_08,Baseline_2,L1CAM,4
DLPFC_down_08,Baseline_2,LAIR1,1
DLPFC_down_08,Baseline_2,LAMA1,3
DLPFC_down_08,Baseline_2,LAMA2,8
DLPFC_down_08,Baseline_2,LAMA3,8
DLPFC_down_08,Baseline_2,LAMA4,13
DLPFC_down_08,Baseline_2,LAMA5,14
DLPFC_down_08,Baseline_2,LAMB1,13
DLPFC_down_08,Baseline_2,LAMB2,14
DLPFC_down_08,Baseline_2,LAMB3,15
DLPFC_down_08,Baseline_2,LAMC1,12
DLPFC_down_08,Baseline_2,LAMC2,6
DLPFC_down_08,Baseline_2,LAMC3,9
DLPFC_down_08,Baseline_2,LGALS9,4
DLPFC_down_08,Baseline_2,LIPA,2
DLPFC_down_08,Baseline_2,LPAR1,1
DLPFC_down_08,Baseline_2,LPAR2,1
DLPFC_down_08,Baseline_2,LRFN4,3
DLPFC_down_08,Baseline_2,LRFN5,3
DLPFC_down_08,Baseline_2,LRRC4,1
DLPFC_down_08,Baseline_2,LRRC4B,3
DLPFC_down_08,Baseline_2,LRRC4C,2
DLPFC_down_08,Baseline_2,LTA4H,2
DLPFC_down_08,Baseline_2,LTB,1
DLPFC_down_08,Baseline_2,LTC4S,1
DLPFC_down_08,Baseline_2,MAG,1
DLPFC_down_08,Baseline_2,MDK,9
DLPFC_down_08,Baseline_2,MICA,1
DLPFC_down_08,Baseline_2,MICB,1
DLPFC_down_08,Baseline_2,MIF,3
DLPFC_down_08,Baseline_2,MMP2,2
DLPFC_down_08,Baseline_2,MPZL1,1
DLPFC_down_08,Baseline_2,NAMPT,2
DLPFC_down_08,Baseline_2,NCAM1,4
DLPFC_down_08,Baseline_2,NCAM2,1
DLPFC_down_08,Baseline_2,NECTIN1,2
DLPFC_down_08,Baseline_2,NECTIN2,1
DLPFC_down_08,Baseline_2,NECTIN3,2
DLPFC_down_08,Baseline_2,NEGR1,1
DLPFC_down_08,Baseline_2,NFASC,2
DLPFC_down_08,Baseline_2,NPNT,1
DLPFC_down_08,Baseline_2,NPPA,1
DLPFC_down_08,Baseline_2,NPPC,1
DLPFC_down_08,Baseline_2,NPY,4
DLPFC_down_08,Baseline_2,NRG1,5
DLPFC_down_08,Baseline_2,NRG2,3
DLPFC_down_08,Baseline_2,NRG3,2
DLPFC_down_08,Baseline_2,NRG4,1
DLPFC_down_08,Baseline_2,NRXN1,13
DLPFC_down_08,Baseline_2,NRXN2,12
DLPFC_down_08,Baseline_2,NRXN3,11
DLPFC_down_08,Baseline_2,NT5E,2
DLPFC_down_08,Baseline_2,NTN1,4
DLPFC_down_08,Baseline_2,NTN4,3
DLPFC_down_08,Baseline_2,OCLN,1
DLPFC_down_08,Baseline_2,PCDHA1,1
DLPFC_down_08,Baseline_2,PCDHB10,1
DLPFC_down_08,Baseline_2,PCDHB13,1
DLPFC_down_08,Baseline_2,PCDHB14,1
DLPFC_down_08,Baseline_2,PCDHB2,1
DLPFC_down_08,Baseline_2,PCDHB4,1
DLPFC_down_08,Baseline_2,PCDHB6,1
DLPFC_down_08,Baseline_2,PDGFA,2
DLPFC_down_08,Baseline_2,PDGFB,2
DLPFC_down_08,Baseline_2,PDGFC,1
DLPFC_down_08,Baseline_2,PDGFD,1
DLPFC_down_08,Baseline_2,PDYN,1
DLPFC_down_08,Baseline_2,PECAM1,1
DLPFC_down_08,Baseline_2,PENK,4
DLPFC_down_08,Baseline_2,PNMT,4
DLPFC_down_08,Baseline_2,PNOC,1
DLPFC_down_08,Baseline_2,POMC,2
DLPFC_down_08,Baseline_2,POSTN,2
DLPFC_down_08,Baseline_2,PROS1,3
DLPFC_down_08,Baseline_2,PRSS3,5
DLPFC_down_08,Baseline_2,PSPN,1
DLPFC_down_08,Baseline_2,PTGES,2
DLPFC_down_08,Baseline_2,PTGES2,3
DLPFC_down_08,Baseline_2,PTGES3,4
DLPFC_down_08,Baseline_2,PTGR1,2
DLPFC_down_08,Baseline_2,PTHLH,1
DLPFC_down_08,Baseline_2,PTN,5
DLPFC_down_08,Baseline_2,PTPRC,2
DLPFC_down_08,Baseline_2,PTPRM,1
DLPFC_down_08,Baseline_2,PTPRS,2
DLPFC_down_08,Baseline_2,RBP4,1
DLPFC_down_08,Baseline_2,RELN,4
DLPFC_down_08,Baseline_2,RTN4R,1
DLPFC_down_08,Baseline_2,SDC1,1
DLPFC_down_08,Baseline_2,SDC2,1
DLPFC_down_08,Baseline_2,SELE,1
DLPFC_down_08,Baseline_2,SELL,2
DLPFC_down_08,Baseline_2,SELPLG,1
DLPFC_down_08,Baseline_2,SEMA3A,5
DLPFC_down_08,Baseline_2,SEMA3B,6
DLPFC_down_08,Baseline_2,SEMA3C,7
DLPFC_down_08,Baseline_2,SEMA3D,4
DLPFC_down_08,Baseline_2,SEMA3E,1
DLPFC_down_08,Baseline_2,SEMA3F,5
DLPFC_down_08,Baseline_2,SEMA3G,4
DLPFC_down_08,Baseline_2,SEMA4A,7
DLPFC_down_08,Baseline_2,SEMA4C,1
DLPFC_down_08,Baseline_2,SEMA4D,4
DLPFC_down_08,Baseline_2,SEMA5A,3
DLPFC_down_08,Baseline_2,SEMA5B,2
DLPFC_down_08,Baseline_2,SEMA6A,2
DLPFC_down_08,Baseline_2,SEMA6B,2
DLPFC_down_08,Baseline_2,SEMA6D,3
DLPFC_down_08,Baseline_2,SEMA7A,3
DLPFC_down_08,Baseline_2,SHH,1
DLPFC_down_08,Baseline_2,SHMT1,2
DLPFC_down_08,Baseline_2,SHMT2,2
DLPFC_down_08,Baseline_2,SLC10A4,2
DLPFC_down_08,Baseline_2,SLC17A6,20
DLPFC_down_08,Baseline_2,SLC17A8,13
DLPFC_down_08,Baseline_2,SLC1A1,21
DLPFC_down_08,Baseline_2,SLC1A3,10
DLPFC_down_08,Baseline_2,SLC1A6,21
DLPFC_down_08,Baseline_2,SLC1A7,1
DLPFC_down_08,Baseline_2,SLC29A1,3
DLPFC_down_08,Baseline_2,SLC29A2,2
DLPFC_down_08,Baseline_2,SLC29A3,2
DLPFC_down_08,Baseline_2,SLC29A4,3
DLPFC_down_08,Baseline_2,SLC32A1,14
DLPFC_down_08,Baseline_2,SLC6A1,14
DLPFC_down_08,Baseline_2,SLC6A11,11
DLPFC_down_08,Baseline_2,SLC6A12,9
DLPFC_down_08,Baseline_2,SLC6A13,8
DLPFC_down_08,Baseline_2,SLC6A6,12
DLPFC_down_08,Baseline_2,SLC6A8,14
DLPFC_down_08,Baseline_2,SLC6A9,2
DLPFC_down_08,Baseline_2,SLIT1,1
DLPFC_down_08,Baseline_2,SLIT2,2
DLPFC_down_08,Baseline_2,SLITRK1,2
DLPFC_down_08,Baseline_2,SLITRK2,2
DLPFC_down_08,Baseline_2,SLITRK3,1
DLPFC_down_08,Baseline_2,SLITRK4,1
DLPFC_down_08,Baseline_2,SLITRK5,1
DLPFC_down_08,Baseline_2,SLITRK6,1
DLPFC_down_08,Baseline_2,SLURP1,3
DLPFC_down_08,Baseline_2,SPP1,8
DLPFC_down_08,Baseline_2,SRD5A1,1
DLPFC_down_08,Baseline_2,SRD5A3,1
DLPFC_down_08,Baseline_2,SST,3
DLPFC_down_08,Baseline_2,SULT1A1,3
DLPFC_down_08,Baseline_2,TAC1,2
DLPFC_down_08,Baseline_2,TAX1BP3,2
DLPFC_down_08,Baseline_2,TENM1,3
DLPFC_down_08,Baseline_2,TENM2,3
DLPFC_down_08,Baseline_2,TENM3,3
DLPFC_down_08,Baseline_2,TENM4,3
DLPFC_down_08,Baseline_2,TGFA,2
DLPFC_down_08,Baseline_2,TGFB1,4
DLPFC_down_08,Baseline_2,TGFB2,3
DLPFC_down_08,Baseline_2,TGFB3,4
DLPFC_down_08,Baseline_2,TGM2,1
DLPFC_down_08,Baseline_2,THBS1,7
DLPFC_down_08,Baseline_2,THBS2,7
DLPFC_down_08,Baseline_2,THBS3,5
DLPFC_down_08,Baseline_2,THBS4,7
DLPFC_down_08,Baseline_2,TNC,4
DLPFC_down_08,Baseline_2,TNFSF10,2
DLPFC_down_08,Baseline_2,TNFSF12,1
DLPFC_down_08,Baseline_2,TNFSF4,1
DLPFC_down_08,Baseline_2,TNN,3
DLPFC_down_08,Baseline_2,TNR,8
DLPFC_down_08,Baseline_2,TNXB,6
DLPFC_down_08,Baseline_2,TPH1,1
DLPFC_down_08,Baseline_2,TPH2,1
DLPFC_down_08,Baseline_2,TUB,1
DLPFC_down_08,Baseline_2,UBASH3B,2
DLPFC_down_08,Baseline_2,UCN,1
DLPFC_down_08,Baseline_2,ULBP1,1
DLPFC_down_08,Baseline_2,UNC5A,1
DLPFC_down_08,Baseline_2,VCAM1,1
DLPFC_down_08,Baseline_2,VEGFA,1
DLPFC_down_08,Baseline_2,VEGFB,1
DLPFC_down_08,Baseline_2,VEGFC,1
DLPFC_down_08,Baseline_2,VIP,3
DLPFC_down_08,Baseline_2,VSIR,1
DLPFC_down_08,Baseline_2,VWF,2
DLPFC_down_08,Baseline_2,WNT10A,1
DLPFC_down_08,Baseline_2,WNT10B,11
DLPFC_down_08,Baseline_2,WNT11,5
DLPFC_down_08,Baseline_2,WNT16,1
DLPFC_down_08,Baseline_2,WNT2,6
DLPFC_down_08,Baseline_2,WNT2B,10
DLPFC_down_08,Baseline_2,WNT3,10
DLPFC_down_08,Baseline_2,WNT3A,2
DLPFC_down_08,Baseline_2,WNT4,8
DLPFC_down_08,Baseline_2,WNT5A,5
DLPFC_down_08,Baseline_2,WNT5B,5
DLPFC_down_08,Baseline_2,WNT6,4
DLPFC_down_08,Baseline_2,WNT7A,10
DLPFC_down_08,Baseline_2,WNT7B,10
DLPFC_down_08,Baseline_2,WNT9A,2
DLPFC_down_08,Baseline_2,WNT9B,1
DLPFC_down_08,COMMOT,APP,2
DLPFC_down_08,COMMOT,CADM1,1
DLPFC_down_08,COMMOT,CADM3,4
DLPFC_down_08,COMMOT,CD99,2
DLPFC_down_08,COMMOT,CDH2,1
DLPFC_down_08,COMMOT,CLDN11,1
DLPFC_down_08,COMMOT,CNTN1,1
DLPFC_down_08,COMMOT,CNTN2,2
DLPFC_down_08,COMMOT,COL3A1,1
DLPFC_down_08,COMMOT,DHCR7,1
DLPFC_down_08,COMMOT,EFNB3,2
DLPFC_down_08,COMMOT,FLRT2,3
DLPFC_down_08,COMMOT,GAS6,1
DLPFC_down_08,COMMOT,GJA1,1
DLPFC_down_08,COMMOT,GRN,1
DLPFC_down_08,COMMOT,L1CAM,1
DLPFC_down_08,COMMOT,LRRC4B,2
DLPFC_down_08,COMMOT,MAG,1
DLPFC_down_08,COMMOT,NCAM1,3
DLPFC_down_08,COMMOT,NCAM2,1
DLPFC_down_08,COMMOT,NECTIN1,1
DLPFC_down_08,COMMOT,NEGR1,1
DLPFC_down_08,COMMOT,NRXN1,6
DLPFC_down_08,COMMOT,NRXN2,6
DLPFC_down_08,COMMOT,NRXN3,6
DLPFC_down_08,COMMOT,PPIA,1
DLPFC_down_08,COMMOT,PSAP,1
DLPFC_down_08,COMMOT,PTN,3
DLPFC_down_08,COMMOT,RTN4R,1
DLPFC_down_08,CellAgentChat,ADCYAP1,1
DLPFC_down_08,CellAgentChat,ADIPOQ,1
DLPFC_down_08,CellAgentChat,ALDH1A1,2
DLPFC_down_08,CellAgentChat,ALDH1A2,1
DLPFC_down_08,CellAgentChat,ALDH1A3,1
DLPFC_down_08,CellAgentChat,ANGPT1,1
DLPFC_down_08,CellAgentChat,ANGPTL2,3
DLPFC_down_08,CellAgentChat,ANGPTL4,5
DLPFC_down_08,CellAgentChat,ANXA1,1
DLPFC_down_08,CellAgentChat,APLN,1
DLPFC_down_08,CellAgentChat,APOE,1
DLPFC_down_08,CellAgentChat,APP,3
DLPFC_down_08,CellAgentChat,AREG,2
DLPFC_down_08,CellAgentChat,AVP,1
DLPFC_down_08,CellAgentChat,BDNF,2
DLPFC_down_08,CellAgentChat,BMP2,2
DLPFC_down_08,CellAgentChat,BMP4,2
DLPFC_down_08,CellAgentChat,BMP7,1
DLPFC_down_08,CellAgentChat,BMP8B,3
DLPFC_down_08,CellAgentChat,C1QL2,1
DLPFC_down_08,CellAgentChat,CADM1,2
DLPFC_down_08,CellAgentChat,CADM3,5
DLPFC_down_08,CellAgentChat,CCK,1
DLPFC_down_08,CellAgentChat,CD1D,1
DLPFC_down_08,CellAgentChat,CD55,1
DLPFC_down_08,CellAgentChat,CD6,1
DLPFC_down_08,CellAgentChat,CD99,2
DLPFC_down_08,CellAgentChat,CDH1,2
DLPFC_down_08,CellAgentChat,CDH12,1
DLPFC_down_08,CellAgentChat,CDH2,1
DLPFC_down_08,CellAgentChat,CDH3,1
DLPFC_down_08,CellAgentChat,CDH4,1
DLPFC_down_08,CellAgentChat,CDH5,1
DLPFC_down_08,CellAgentChat,CEACAM5,1
DLPFC_down_08,CellAgentChat,CEACAM6,1
DLPFC_down_08,CellAgentChat,CHAD,1
DLPFC_down_08,CellAgentChat,CLDN1,1
DLPFC_down_08,CellAgentChat,CLDN11,1
DLPFC_down_08,CellAgentChat,CLDN3,1
DLPFC_down_08,CellAgentChat,CNTN1,1
DLPFC_down_08,CellAgentChat,CNTN2,3
DLPFC_down_08,CellAgentChat,COL1A1,10
DLPFC_down_08,CellAgentChat,COL1A2,8
DLPFC_down_08,CellAgentChat,COL2A1,4
DLPFC_down_08,CellAgentChat,COL3A1,1
DLPFC_down_08,CellAgentChat,COL4A1,7
DLPFC_down_08,CellAgentChat,COL4A2,3
DLPFC_down_08,CellAgentChat,COL4A5,9
DLPFC_down_08,CellAgentChat,COL6A1,7
DLPFC_down_08,CellAgentChat,COL6A2,8
DLPFC_down_08,CellAgentChat,COL6A3,8
DLPFC_down_08,CellAgentChat,COL6A5,1
DLPFC_down_08,CellAgentChat,COL6A6,1
DLPFC_down_08,CellAgentChat,COL9A2,12
DLPFC_down_08,CellAgentChat,COL9A3,6
DLPFC_down_08,CellAgentChat,COMP,5
DLPFC_down_08,CellAgentChat,CORT,2
DLPFC_down_08,CellAgentChat,CXCL11,1
DLPFC_down_08,CellAgentChat,CXCL9,1
DLPFC_down_08,CellAgentChat,DAGLA,1
DLPFC_down_08,CellAgentChat,DHCR24,2
DLPFC_down_08,CellAgentChat,DHCR7,1
DLPFC_down_08,CellAgentChat,DIO3,1
DLPFC_down_08,CellAgentChat,DLL1,1
DLPFC_down_08,CellAgentChat,DLL3,1
DLPFC_down_08,CellAgentChat,EDN3,1
DLPFC_down_08,CellAgentChat,EFNA1,3
DLPFC_down_08,CellAgentChat,EFNA3,2
DLPFC_down_08,CellAgentChat,EFNA5,2
DLPFC_down_08,CellAgentChat,EFNB1,1
