,ligand,receptor,annotation,LR
1250,COL1A2,ITGA3,ECM-Receptor,COL1A2_ITGA3
1251,COL2A1,ITGA3,ECM-Receptor,COL2A1_ITGA3
1252,COL4A1,ITGA3,ECM-Receptor,COL4A1_ITGA3
1253,COL4A2,ITGA3,ECM-Receptor,COL4A2_ITGA3
1254,COL4A3,ITGA3,ECM-Receptor,COL4A3_ITGA3
1255,COL4A4,ITGA3,ECM-Receptor,COL4A4_ITGA3
1256,COL4A5,ITGA3,ECM-Receptor,COL4A5_ITGA3
1257,COL4A6,ITGA3,ECM-Receptor,COL4A6_ITGA3
1258,COL6A1,ITGA3,ECM-Receptor,COL6A1_ITGA3
1259,COL6A2,ITGA3,ECM-Receptor,COL6A2_ITGA3
1260,COL6A3,ITGA3,ECM-Receptor,COL6A3_ITGA3
1261,COL6A5,ITGA3,ECM-Receptor,COL6A5_ITGA3
1262,COL6A6,ITGA3,ECM-Receptor,COL6A6_ITGA3
1263,COL9A1,ITGA3,ECM-Receptor,COL9A1_ITGA3
1264,COL9A2,ITGA3,ECM-Receptor,COL9A2_ITGA3
1265,COL9A3,ITGA3,ECM-Receptor,COL9A3_ITGA3
1266,LAMA1,ITGA6,ECM-Receptor,LAMA1_ITGA6
1267,LAMA2,ITGA6,ECM-Receptor,LAMA2_ITGA6
1268,LAMA3,ITGA6,ECM-Receptor,LAMA3_ITGA6
1269,LAMA4,ITGA6,ECM-Receptor,LAMA4_ITGA6
1270,LAMA5,ITGA6,ECM-Receptor,LAMA5_ITGA6
1271,LAMB1,ITGA6,ECM-Receptor,LAMB1_ITGA6
1272,LAMB2,ITGA6,ECM-Receptor,LAMB2_ITGA6
1273,LAMB3,ITGA6,ECM-Receptor,LAMB3_ITGA6
1274,LAMC1,ITGA6,ECM-Receptor,LAMC1_ITGA6
1275,LAMC2,ITGA6,ECM-Receptor,LAMC2_ITGA6
1276,LAMC3,ITGA6,ECM-Receptor,LAMC3_ITGA6
1277,LAMA1,ITGA7,ECM-Receptor,LAMA1_ITGA7
1278,LAMA2,ITGA7,ECM-Receptor,LAMA2_ITGA7
1279,LAMA3,ITGA7,ECM-Receptor,LAMA3_ITGA7
1280,LAMA4,ITGA7,ECM-Receptor,LAMA4_ITGA7
1281,LAMA5,ITGA7,ECM-Receptor,LAMA5_ITGA7
1282,LAMB1,ITGA7,ECM-Receptor,LAMB1_ITGA7
1283,LAMB2,ITGA7,ECM-Receptor,LAMB2_ITGA7
1284,LAMB3,ITGA7,ECM-Receptor,LAMB3_ITGA7
1285,LAMC1,ITGA7,ECM-Receptor,LAMC1_ITGA7
1286,LAMC2,ITGA7,ECM-Receptor,LAMC2_ITGA7
1287,LAMC3,ITGA7,ECM-Receptor,LAMC3_ITGA7
1288,VTN,ITGA8,ECM-Receptor,VTN_ITGA8
1289,VTN,ITGB1,ECM-Receptor,VTN_ITGB1
1290,TNC,ITGA8,ECM-Receptor,TNC_ITGA8
1291,TNC,ITGB1,ECM-Receptor,TNC_ITGB1
1292,TNR,ITGA8,ECM-Receptor,TNR_ITGA8
1293,TNR,ITGB1,ECM-Receptor,TNR_ITGB1
1294,TNN,ITGA8,ECM-Receptor,TNN_ITGA8
1295,TNN,ITGB1,ECM-Receptor,TNN_ITGB1
1296,TNXB,ITGA8,ECM-Receptor,TNXB_ITGA8
1297,TNXB,ITGB1,ECM-Receptor,TNXB_ITGB1
1298,FREM1,ITGA8,ECM-Receptor,FREM1_ITGA8
1299,FREM1,ITGB1,ECM-Receptor,FREM1_ITGB1
1300,NPNT,ITGA8,ECM-Receptor,NPNT_ITGA8
1301,NPNT,ITGB1,ECM-Receptor,NPNT_ITGB1
1302,FRAS1,ITGA8,ECM-Receptor,FRAS1_ITGA8
1303,FRAS1,ITGB1,ECM-Receptor,FRAS1_ITGB1
1304,FREM2,ITGA8,ECM-Receptor,FREM2_ITGA8
1305,FREM2,ITGB1,ECM-Receptor,FREM2_ITGB1
1306,TNC,ITGA9,ECM-Receptor,TNC_ITGA9
1307,TNR,ITGA9,ECM-Receptor,TNR_ITGA9
1308,TNN,ITGA9,ECM-Receptor,TNN_ITGA9
1309,TNXB,ITGA9,ECM-Receptor,TNXB_ITGA9
1310,COL1A1,ITGA9,ECM-Receptor,COL1A1_ITGA9
1311,COL1A2,ITGA9,ECM-Receptor,COL1A2_ITGA9
1312,COL2A1,ITGA9,ECM-Receptor,COL2A1_ITGA9
1313,COL4A1,ITGA9,ECM-Receptor,COL4A1_ITGA9
1314,COL4A2,ITGA9,ECM-Receptor,COL4A2_ITGA9
1315,COL4A3,ITGA9,ECM-Receptor,COL4A3_ITGA9
1316,COL4A4,ITGA9,ECM-Receptor,COL4A4_ITGA9
1317,COL4A5,ITGA9,ECM-Receptor,COL4A5_ITGA9
1318,COL4A6,ITGA9,ECM-Receptor,COL4A6_ITGA9
1319,COL6A1,ITGA9,ECM-Receptor,COL6A1_ITGA9
1320,COL6A2,ITGA9,ECM-Receptor,COL6A2_ITGA9
1321,COL6A3,ITGA9,ECM-Receptor,COL6A3_ITGA9
1322,COL6A5,ITGA9,ECM-Receptor,COL6A5_ITGA9
1323,COL6A6,ITGA9,ECM-Receptor,COL6A6_ITGA9
1324,COL9A1,ITGA9,ECM-Receptor,COL9A1_ITGA9
1325,COL9A2,ITGA9,ECM-Receptor,COL9A2_ITGA9
1326,COL9A3,ITGA9,ECM-Receptor,COL9A3_ITGA9
1327,LAMA1,ITGA9,ECM-Receptor,LAMA1_ITGA9
1328,LAMA2,ITGA9,ECM-Receptor,LAMA2_ITGA9
1329,LAMA3,ITGA9,ECM-Receptor,LAMA3_ITGA9
1330,LAMA4,ITGA9,ECM-Receptor,LAMA4_ITGA9
1331,LAMA5,ITGA9,ECM-Receptor,LAMA5_ITGA9
1332,LAMB1,ITGA9,ECM-Receptor,LAMB1_ITGA9
1333,LAMB2,ITGA9,ECM-Receptor,LAMB2_ITGA9
1334,LAMB3,ITGA9,ECM-Receptor,LAMB3_ITGA9
1335,LAMC1,ITGA9,ECM-Receptor,LAMC1_ITGA9
1336,LAMC2,ITGA9,ECM-Receptor,LAMC2_ITGA9
1337,LAMC3,ITGA9,ECM-Receptor,LAMC3_ITGA9
1338,COL1A1,ITGA10,ECM-Receptor,COL1A1_ITGA10
1339,COL1A2,ITGA10,ECM-Receptor,COL1A2_ITGA10
1340,COL2A1,ITGA10,ECM-Receptor,COL2A1_ITGA10
1341,COL4A1,ITGA10,ECM-Receptor,COL4A1_ITGA10
1342,COL4A2,ITGA10,ECM-Receptor,COL4A2_ITGA10
1343,COL4A3,ITGA10,ECM-Receptor,COL4A3_ITGA10
1344,COL4A4,ITGA10,ECM-Receptor,COL4A4_ITGA10
1345,COL4A5,ITGA10,ECM-Receptor,COL4A5_ITGA10
1346,COL4A6,ITGA10,ECM-Receptor,COL4A6_ITGA10
1347,COL6A1,ITGA10,ECM-Receptor,COL6A1_ITGA10
1348,COL6A2,ITGA10,ECM-Receptor,COL6A2_ITGA10
1349,COL6A3,ITGA10,ECM-Receptor,COL6A3_ITGA10
1350,COL6A5,ITGA10,ECM-Receptor,COL6A5_ITGA10
1351,COL6A6,ITGA10,ECM-Receptor,COL6A6_ITGA10
1352,COL9A1,ITGA10,ECM-Receptor,COL9A1_ITGA10
1353,COL9A2,ITGA10,ECM-Receptor,COL9A2_ITGA10
1354,COL9A3,ITGA10,ECM-Receptor,COL9A3_ITGA10
1355,COL1A1,ITGA11,ECM-Receptor,COL1A1_ITGA11
1356,COL1A2,ITGA11,ECM-Receptor,COL1A2_ITGA11
1357,COL2A1,ITGA11,ECM-Receptor,COL2A1_ITGA11
1358,COL4A1,ITGA11,ECM-Receptor,COL4A1_ITGA11
1359,COL4A2,ITGA11,ECM-Receptor,COL4A2_ITGA11
1360,COL4A3,ITGA11,ECM-Receptor,COL4A3_ITGA11
1361,COL4A4,ITGA11,ECM-Receptor,COL4A4_ITGA11
1362,COL4A5,ITGA11,ECM-Receptor,COL4A5_ITGA11
1363,COL4A6,ITGA11,ECM-Receptor,COL4A6_ITGA11
1364,COL6A1,ITGA11,ECM-Receptor,COL6A1_ITGA11
1365,COL6A2,ITGA11,ECM-Receptor,COL6A2_ITGA11
1366,COL6A3,ITGA11,ECM-Receptor,COL6A3_ITGA11
1367,COL6A5,ITGA11,ECM-Receptor,COL6A5_ITGA11
1368,COL6A6,ITGA11,ECM-Receptor,COL6A6_ITGA11
1369,COL9A1,ITGA11,ECM-Receptor,COL9A1_ITGA11
1370,COL9A2,ITGA11,ECM-Receptor,COL9A2_ITGA11
1371,COL9A3,ITGA11,ECM-Receptor,COL9A3_ITGA11
1372,FN1,ITGAV,ECM-Receptor,FN1_ITGAV
1373,VTN,ITGAV,ECM-Receptor,VTN_ITGAV
1374,DSPP,ITGAV,ECM-Receptor,DSPP_ITGAV
1375,DSPP,ITGB1,ECM-Receptor,DSPP_ITGB1
1376,FN1,ITGB7,ECM-Receptor,FN1_ITGB7
1377,FN1,ITGB3,ECM-Receptor,FN1_ITGB3
1378,VTN,ITGB3,ECM-Receptor,VTN_ITGB3
1379,VWF,ITGAV,ECM-Receptor,VWF_ITGAV
1380,VWF,ITGB3,ECM-Receptor,VWF_ITGB3
1381,TNC,ITGAV,ECM-Receptor,TNC_ITGAV
1382,TNC,ITGB3,ECM-Receptor,TNC_ITGB3
1383,TNR,ITGAV,ECM-Receptor,TNR_ITGAV
1384,TNR,ITGB3,ECM-Receptor,TNR_ITGB3
1385,TNN,ITGAV,ECM-Receptor,TNN_ITGAV
1386,TNN,ITGB3,ECM-Receptor,TNN_ITGB3
1387,TNXB,ITGAV,ECM-Receptor,TNXB_ITGAV
1388,TNXB,ITGB3,ECM-Receptor,TNXB_ITGB3
1389,IBSP,ITGAV,ECM-Receptor,IBSP_ITGAV
1390,IBSP,ITGB3,ECM-Receptor,IBSP_ITGB3
1391,THBS1,ITGAV,ECM-Receptor,THBS1_ITGAV
1392,THBS1,ITGB3,ECM-Receptor,THBS1_ITGB3
1393,THBS2,ITGAV,ECM-Receptor,THBS2_ITGAV
1394,THBS2,ITGB3,ECM-Receptor,THBS2_ITGB3
1395,THBS3,ITGAV,ECM-Receptor,THBS3_ITGAV
1396,THBS3,ITGB3,ECM-Receptor,THBS3_ITGB3
1397,THBS4,ITGAV,ECM-Receptor,THBS4_ITGAV
1398,THBS4,ITGB3,ECM-Receptor,THBS4_ITGB3
1399,COMP,ITGAV,ECM-Receptor,COMP_ITGAV
1400,COMP,ITGB3,ECM-Receptor,COMP_ITGB3
1401,DMP1,ITGAV,ECM-Receptor,DMP1_ITGAV
1402,DMP1,ITGB3,ECM-Receptor,DMP1_ITGB3
1403,FN1,ITGA2B,ECM-Receptor,FN1_ITGA2B
1404,VTN,ITGA2B,ECM-Receptor,VTN_ITGA2B
1405,VWF,ITGA2B,ECM-Receptor,VWF_ITGA2B
1406,TNC,ITGA2B,ECM-Receptor,TNC_ITGA2B
1407,TNR,ITGA2B,ECM-Receptor,TNR_ITGA2B
1408,TNN,ITGA2B,ECM-Receptor,TNN_ITGA2B
1409,TNXB,ITGA2B,ECM-Receptor,TNXB_ITGA2B
1410,VTN,ITGB5,ECM-Receptor,VTN_ITGB5
1411,IBSP,ITGB5,ECM-Receptor,IBSP_ITGB5
1412,TNC,ITGB6,ECM-Receptor,TNC_ITGB6
1413,TNR,ITGB6,ECM-Receptor,TNR_ITGB6
1414,TNN,ITGB6,ECM-Receptor,TNN_ITGB6
1415,TNXB,ITGB6,ECM-Receptor,TNXB_ITGB6
1416,FN1,ITGB6,ECM-Receptor,FN1_ITGB6
1417,DSPP,ITGB6,ECM-Receptor,DSPP_ITGB6
1418,VTN,ITGB8,ECM-Receptor,VTN_ITGB8
1419,FN1,ITGB8,ECM-Receptor,FN1_ITGB8
1420,LAMA1,ITGAV,ECM-Receptor,LAMA1_ITGAV
1421,LAMA1,ITGB8,ECM-Receptor,LAMA1_ITGB8
1422,LAMA2,ITGAV,ECM-Receptor,LAMA2_ITGAV
1423,LAMA2,ITGB8,ECM-Receptor,LAMA2_ITGB8
1424,LAMA3,ITGAV,ECM-Receptor,LAMA3_ITGAV
1425,LAMA3,ITGB8,ECM-Receptor,LAMA3_ITGB8
1426,LAMA4,ITGAV,ECM-Receptor,LAMA4_ITGAV
1427,LAMA4,ITGB8,ECM-Receptor,LAMA4_ITGB8
1428,LAMA5,ITGAV,ECM-Receptor,LAMA5_ITGAV
1429,LAMA5,ITGB8,ECM-Receptor,LAMA5_ITGB8
1430,LAMB1,ITGAV,ECM-Receptor,LAMB1_ITGAV
1431,LAMB1,ITGB8,ECM-Receptor,LAMB1_ITGB8
1432,LAMB2,ITGAV,ECM-Receptor,LAMB2_ITGAV
1433,LAMB2,ITGB8,ECM-Receptor,LAMB2_ITGB8
1434,LAMB3,ITGAV,ECM-Receptor,LAMB3_ITGAV
1435,LAMB3,ITGB8,ECM-Receptor,LAMB3_ITGB8
1436,LAMC1,ITGAV,ECM-Receptor,LAMC1_ITGAV
1437,LAMC1,ITGB8,ECM-Receptor,LAMC1_ITGB8
1438,LAMC2,ITGAV,ECM-Receptor,LAMC2_ITGAV
1439,LAMC2,ITGB8,ECM-Receptor,LAMC2_ITGB8
1440,LAMC3,ITGAV,ECM-Receptor,LAMC3_ITGAV
1441,LAMC3,ITGB8,ECM-Receptor,LAMC3_ITGB8
1442,COL1A1,ITGAV,ECM-Receptor,COL1A1_ITGAV
1443,COL1A1,ITGB8,ECM-Receptor,COL1A1_ITGB8
1444,COL1A2,ITGAV,ECM-Receptor,COL1A2_ITGAV
1445,COL1A2,ITGB8,ECM-Receptor,COL1A2_ITGB8
1446,COL2A1,ITGAV,ECM-Receptor,COL2A1_ITGAV
1447,COL2A1,ITGB8,ECM-Receptor,COL2A1_ITGB8
1448,COL4A1,ITGAV,ECM-Receptor,COL4A1_ITGAV
1449,COL4A1,ITGB8,ECM-Receptor,COL4A1_ITGB8
1450,COL4A2,ITGAV,ECM-Receptor,COL4A2_ITGAV
1451,COL4A2,ITGB8,ECM-Receptor,COL4A2_ITGB8
1452,COL4A3,ITGAV,ECM-Receptor,COL4A3_ITGAV
1453,COL4A3,ITGB8,ECM-Receptor,COL4A3_ITGB8
1454,COL4A4,ITGAV,ECM-Receptor,COL4A4_ITGAV
1455,COL4A4,ITGB8,ECM-Receptor,COL4A4_ITGB8
1456,COL4A5,ITGAV,ECM-Receptor,COL4A5_ITGAV
1457,COL4A5,ITGB8,ECM-Receptor,COL4A5_ITGB8
1458,COL4A6,ITGAV,ECM-Receptor,COL4A6_ITGAV
1459,COL4A6,ITGB8,ECM-Receptor,COL4A6_ITGB8
1460,COL6A1,ITGAV,ECM-Receptor,COL6A1_ITGAV
1461,COL6A1,ITGB8,ECM-Receptor,COL6A1_ITGB8
1462,COL6A2,ITGAV,ECM-Receptor,COL6A2_ITGAV
1463,COL6A2,ITGB8,ECM-Receptor,COL6A2_ITGB8
1464,COL6A3,ITGAV,ECM-Receptor,COL6A3_ITGAV
1465,COL6A3,ITGB8,ECM-Receptor,COL6A3_ITGB8
1466,COL6A5,ITGAV,ECM-Receptor,COL6A5_ITGAV
1467,COL6A5,ITGB8,ECM-Receptor,COL6A5_ITGB8
1468,COL6A6,ITGAV,ECM-Receptor,COL6A6_ITGAV
1469,COL6A6,ITGB8,ECM-Receptor,COL6A6_ITGB8
1470,COL9A1,ITGAV,ECM-Receptor,COL9A1_ITGAV
1471,COL9A1,ITGB8,ECM-Receptor,COL9A1_ITGB8
1472,COL9A2,ITGAV,ECM-Receptor,COL9A2_ITGAV
1473,COL9A2,ITGB8,ECM-Receptor,COL9A2_ITGB8
1474,COL9A3,ITGAV,ECM-Receptor,COL9A3_ITGAV
1475,COL9A3,ITGB8,ECM-Receptor,COL9A3_ITGB8
1476,LAMA1,ITGB4,ECM-Receptor,LAMA1_ITGB4
1477,LAMA2,ITGB4,ECM-Receptor,LAMA2_ITGB4
1478,LAMA3,ITGB4,ECM-Receptor,LAMA3_ITGB4
1479,LAMA4,ITGB4,ECM-Receptor,LAMA4_ITGB4
1480,LAMA5,ITGB4,ECM-Receptor,LAMA5_ITGB4
1481,LAMB1,ITGB4,ECM-Receptor,LAMB1_ITGB4
1482,LAMB2,ITGB4,ECM-Receptor,LAMB2_ITGB4
1483,LAMB3,ITGB4,ECM-Receptor,LAMB3_ITGB4
1484,LAMC1,ITGB4,ECM-Receptor,LAMC1_ITGB4
1485,LAMC2,ITGB4,ECM-Receptor,LAMC2_ITGB4
1486,LAMC3,ITGB4,ECM-Receptor,LAMC3_ITGB4
1487,FN1,CD44,ECM-Receptor,FN1_CD44
1488,COL1A1,CD44,ECM-Receptor,COL1A1_CD44
1489,COL1A2,CD44,ECM-Receptor,COL1A2_CD44
1490,COL2A1,CD44,ECM-Receptor,COL2A1_CD44
1491,COL4A1,CD44,ECM-Receptor,COL4A1_CD44
1492,COL4A2,CD44,ECM-Receptor,COL4A2_CD44
1493,COL4A3,CD44,ECM-Receptor,COL4A3_CD44
1494,COL4A4,CD44,ECM-Receptor,COL4A4_CD44
1495,COL4A5,CD44,ECM-Receptor,COL4A5_CD44
1496,COL4A6,CD44,ECM-Receptor,COL4A6_CD44
1497,COL6A1,CD44,ECM-Receptor,COL6A1_CD44
1498,COL6A2,CD44,ECM-Receptor,COL6A2_CD44
1499,COL6A3,CD44,ECM-Receptor,COL6A3_CD44
1500,COL6A5,CD44,ECM-Receptor,COL6A5_CD44
1501,COL6A6,CD44,ECM-Receptor,COL6A6_CD44
1502,COL9A1,CD44,ECM-Receptor,COL9A1_CD44
1503,COL9A2,CD44,ECM-Receptor,COL9A2_CD44
1504,COL9A3,CD44,ECM-Receptor,COL9A3_CD44
1505,LAMA1,CD44,ECM-Receptor,LAMA1_CD44
1506,LAMA2,CD44,ECM-Receptor,LAMA2_CD44
1507,LAMA3,CD44,ECM-Receptor,LAMA3_CD44
1508,LAMA4,CD44,ECM-Receptor,LAMA4_CD44
1509,LAMA5,CD44,ECM-Receptor,LAMA5_CD44
1510,LAMB1,CD44,ECM-Receptor,LAMB1_CD44
1511,LAMB2,CD44,ECM-Receptor,LAMB2_CD44
1512,LAMB3,CD44,ECM-Receptor,LAMB3_CD44
1513,LAMC1,CD44,ECM-Receptor,LAMC1_CD44
1514,LAMC2,CD44,ECM-Receptor,LAMC2_CD44
1515,LAMC3,CD44,ECM-Receptor,LAMC3_CD44
1516,COL1A1,SDC1,ECM-Receptor,COL1A1_SDC1
1517,COL1A2,SDC1,ECM-Receptor,COL1A2_SDC1
1518,COL2A1,SDC1,ECM-Receptor,COL2A1_SDC1
1519,COL4A1,SDC1,ECM-Receptor,COL4A1_SDC1
1520,COL4A2,SDC1,ECM-Receptor,COL4A2_SDC1
1521,COL4A3,SDC1,ECM-Receptor,COL4A3_SDC1
1522,COL4A4,SDC1,ECM-Receptor,COL4A4_SDC1
1523,COL4A5,SDC1,ECM-Receptor,COL4A5_SDC1
1524,COL4A6,SDC1,ECM-Receptor,COL4A6_SDC1
1525,COL6A1,SDC1,ECM-Receptor,COL6A1_SDC1
1526,COL6A2,SDC1,ECM-Receptor,COL6A2_SDC1
1527,COL6A3,SDC1,ECM-Receptor,COL6A3_SDC1
1528,COL6A5,SDC1,ECM-Receptor,COL6A5_SDC1
1529,COL6A6,SDC1,ECM-Receptor,COL6A6_SDC1
1530,COL9A1,SDC1,ECM-Receptor,COL9A1_SDC1
1531,COL9A2,SDC1,ECM-Receptor,COL9A2_SDC1
1532,COL9A3,SDC1,ECM-Receptor,COL9A3_SDC1
1533,FN1,SDC1,ECM-Receptor,FN1_SDC1
1534,TNC,SDC1,ECM-Receptor,TNC_SDC1
1535,TNR,SDC1,ECM-Receptor,TNR_SDC1
1536,TNN,SDC1,ECM-Receptor,TNN_SDC1
1537,TNXB,SDC1,ECM-Receptor,TNXB_SDC1
1538,THBS1,SDC1,ECM-Receptor,THBS1_SDC1
1539,THBS2,SDC1,ECM-Receptor,THBS2_SDC1
1540,THBS3,SDC1,ECM-Receptor,THBS3_SDC1
1541,THBS4,SDC1,ECM-Receptor,THBS4_SDC1
1542,COMP,SDC1,ECM-Receptor,COMP_SDC1
1543,COL1A1,SDC4,ECM-Receptor,COL1A1_SDC4
1544,COL1A2,SDC4,ECM-Receptor,COL1A2_SDC4
1545,COL2A1,SDC4,ECM-Receptor,COL2A1_SDC4
1546,COL4A1,SDC4,ECM-Receptor,COL4A1_SDC4
1547,COL4A2,SDC4,ECM-Receptor,COL4A2_SDC4
1548,COL4A3,SDC4,ECM-Receptor,COL4A3_SDC4
1549,COL4A4,SDC4,ECM-Receptor,COL4A4_SDC4
1550,COL4A5,SDC4,ECM-Receptor,COL4A5_SDC4
1551,COL4A6,SDC4,ECM-Receptor,COL4A6_SDC4
1552,COL6A1,SDC4,ECM-Receptor,COL6A1_SDC4
1553,COL6A2,SDC4,ECM-Receptor,COL6A2_SDC4
1554,COL6A3,SDC4,ECM-Receptor,COL6A3_SDC4
1555,COL6A5,SDC4,ECM-Receptor,COL6A5_SDC4
1556,COL6A6,SDC4,ECM-Receptor,COL6A6_SDC4
1557,COL9A1,SDC4,ECM-Receptor,COL9A1_SDC4
1558,COL9A2,SDC4,ECM-Receptor,COL9A2_SDC4
1559,COL9A3,SDC4,ECM-Receptor,COL9A3_SDC4
1560,FN1,SDC4,ECM-Receptor,FN1_SDC4
1561,TNC,SDC4,ECM-Receptor,TNC_SDC4
1562,TNR,SDC4,ECM-Receptor,TNR_SDC4
1563,TNN,SDC4,ECM-Receptor,TNN_SDC4
1564,TNXB,SDC4,ECM-Receptor,TNXB_SDC4
1565,THBS1,SDC4,ECM-Receptor,THBS1_SDC4
1566,THBS2,SDC4,ECM-Receptor,THBS2_SDC4
1567,THBS3,SDC4,ECM-Receptor,THBS3_SDC4
1568,THBS4,SDC4,ECM-Receptor,THBS4_SDC4
1569,COMP,SDC4,ECM-Receptor,COMP_SDC4
1570,LAMA1,SV2A,ECM-Receptor,LAMA1_SV2A
1571,LAMA2,SV2A,ECM-Receptor,LAMA2_SV2A
1572,LAMA3,SV2A,ECM-Receptor,LAMA3_SV2A
1573,LAMA4,SV2A,ECM-Receptor,LAMA4_SV2A
1574,LAMA5,SV2A,ECM-Receptor,LAMA5_SV2A
1575,LAMB1,SV2A,ECM-Receptor,LAMB1_SV2A
1576,LAMB2,SV2A,ECM-Receptor,LAMB2_SV2A
1577,LAMB3,SV2A,ECM-Receptor,LAMB3_SV2A
1578,LAMC1,SV2A,ECM-Receptor,LAMC1_SV2A
1579,LAMC2,SV2A,ECM-Receptor,LAMC2_SV2A
1580,LAMC3,SV2A,ECM-Receptor,LAMC3_SV2A
1581,LAMA1,SV2B,ECM-Receptor,LAMA1_SV2B
1582,LAMA2,SV2B,ECM-Receptor,LAMA2_SV2B
1583,LAMA3,SV2B,ECM-Receptor,LAMA3_SV2B
1584,LAMA4,SV2B,ECM-Receptor,LAMA4_SV2B
1585,LAMA5,SV2B,ECM-Receptor,LAMA5_SV2B
1586,LAMB1,SV2B,ECM-Receptor,LAMB1_SV2B
1587,LAMB2,SV2B,ECM-Receptor,LAMB2_SV2B
1588,LAMB3,SV2B,ECM-Receptor,LAMB3_SV2B
1589,LAMC1,SV2B,ECM-Receptor,LAMC1_SV2B
1590,LAMC2,SV2B,ECM-Receptor,LAMC2_SV2B
1591,LAMC3,SV2B,ECM-Receptor,LAMC3_SV2B
1592,LAMA1,SV2C,ECM-Receptor,LAMA1_SV2C
1593,LAMA2,SV2C,ECM-Receptor,LAMA2_SV2C
1594,LAMA3,SV2C,ECM-Receptor,LAMA3_SV2C
1595,LAMA4,SV2C,ECM-Receptor,LAMA4_SV2C
1596,LAMA5,SV2C,ECM-Receptor,LAMA5_SV2C
1597,LAMB1,SV2C,ECM-Receptor,LAMB1_SV2C
1598,LAMB2,SV2C,ECM-Receptor,LAMB2_SV2C
1599,LAMB3,SV2C,ECM-Receptor,LAMB3_SV2C
1600,LAMC1,SV2C,ECM-Receptor,LAMC1_SV2C
1601,LAMC2,SV2C,ECM-Receptor,LAMC2_SV2C
1602,LAMC3,SV2C,ECM-Receptor,LAMC3_SV2C
1603,THBS1,CD36,ECM-Receptor,THBS1_CD36
1604,THBS2,CD36,ECM-Receptor,THBS2_CD36
1605,THBS3,CD36,ECM-Receptor,THBS3_CD36
1606,THBS4,CD36,ECM-Receptor,THBS4_CD36
1607,COMP,CD36,ECM-Receptor,COMP_CD36
1608,VWF,GP5,ECM-Receptor,VWF_GP5
1609,VWF,GP1BA,ECM-Receptor,VWF_GP1BA
1610,VWF,GP1BB,ECM-Receptor,VWF_GP1BB
1611,VWF,GP9,ECM-Receptor,VWF_GP9
1612,COL1A1,GP6,ECM-Receptor,COL1A1_GP6
1613,COL1A2,GP6,ECM-Receptor,COL1A2_GP6
1614,COL2A1,GP6,ECM-Receptor,COL2A1_GP6
1615,COL4A1,GP6,ECM-Receptor,COL4A1_GP6
1616,COL4A2,GP6,ECM-Receptor,COL4A2_GP6
1617,COL4A3,GP6,ECM-Receptor,COL4A3_GP6
1618,COL4A4,GP6,ECM-Receptor,COL4A4_GP6
1619,COL4A5,GP6,ECM-Receptor,COL4A5_GP6
1620,COL4A6,GP6,ECM-Receptor,COL4A6_GP6
1621,COL6A1,GP6,ECM-Receptor,COL6A1_GP6
1622,COL6A2,GP6,ECM-Receptor,COL6A2_GP6
1623,COL6A3,GP6,ECM-Receptor,COL6A3_GP6
1624,COL6A5,GP6,ECM-Receptor,COL6A5_GP6
1625,COL6A6,GP6,ECM-Receptor,COL6A6_GP6
1626,COL9A1,GP6,ECM-Receptor,COL9A1_GP6
1627,COL9A2,GP6,ECM-Receptor,COL9A2_GP6
1628,COL9A3,GP6,ECM-Receptor,COL9A3_GP6
1629,THBS1,CD47,ECM-Receptor,THBS1_CD47
1630,THBS2,CD47,ECM-Receptor,THBS2_CD47
1631,THBS3,CD47,ECM-Receptor,THBS3_CD47
1632,THBS4,CD47,ECM-Receptor,THBS4_CD47
1633,COMP,CD47,ECM-Receptor,COMP_CD47
1634,AGRN,DAG1,ECM-Receptor,AGRN_DAG1
1635,HSPG2,DAG1,ECM-Receptor,HSPG2_DAG1
1636,LAMA1,DAG1,ECM-Receptor,LAMA1_DAG1
1637,LAMA2,DAG1,ECM-Receptor,LAMA2_DAG1
1638,LAMA3,DAG1,ECM-Receptor,LAMA3_DAG1
1639,LAMA4,DAG1,ECM-Receptor,LAMA4_DAG1
1640,LAMA5,DAG1,ECM-Receptor,LAMA5_DAG1
1641,LAMB1,DAG1,ECM-Receptor,LAMB1_DAG1
1642,LAMB2,DAG1,ECM-Receptor,LAMB2_DAG1
1643,LAMB3,DAG1,ECM-Receptor,LAMB3_DAG1
1644,LAMC1,DAG1,ECM-Receptor,LAMC1_DAG1
1645,LAMC2,DAG1,ECM-Receptor,LAMC2_DAG1
1646,LAMC3,DAG1,ECM-Receptor,LAMC3_DAG1
1647,ANXA1,FPR3,Secreted Signaling,ANXA1_FPR3
1648,APP,CD74,Cell-Cell Contact,APP_CD74
1649,CADM1,CADM1,Cell-Cell Contact,CADM1_CADM1
1650,CADM3,CADM3,Cell-Cell Contact,CADM3_CADM3
1651,FCER2,ITGAM,Cell-Cell Contact,FCER2_ITGAM
1652,FCER2,ITGB2,Cell-Cell Contact,FCER2_ITGB2
1653,FCER2,ITGAX,Cell-Cell Contact,FCER2_ITGAX
1654,FCER2,ITGAV,Cell-Cell Contact,FCER2_ITGAV
1655,FCER2,ITGB3,Cell-Cell Contact,FCER2_ITGB3
1656,FCER2,CR2,Cell-Cell Contact,FCER2_CR2
1657,CD34,SELP,Cell-Cell Contact,CD34_SELP
1658,ENTPD1,ADORA1,Cell-Cell Contact,ENTPD1_ADORA1
